	p_val	avg_log2FC	pct.1	pct.2	p_val_adj	cluster	gene
ALDH1L11	1.43012491554819e-24	0.420473806983293	0.457	0.176	3.73133891715677e-20	Proliferative hepatocytes	ALDH1L1
TMX4	1.459135617921e-24	0.458163796826752	0.604	0.28	3.80703074071768e-20	Proliferative hepatocytes	TMX4
PBLD1	1.53369897644228e-24	0.497822466914796	0.528	0.227	4.00157399943555e-20	Proliferative hepatocytes	PBLD
GGCX1	1.55411200868123e-24	0.601994369558268	0.64	0.324	4.0548336418502e-20	Proliferative hepatocytes	GGCX
PHYH1	1.58420533057014e-24	0.495098846097985	0.827	0.446	4.13335012799054e-20	Proliferative hepatocytes	PHYH
HEBP21	1.88861928058072e-24	0.57024295239079	0.817	0.478	4.92759656496316e-20	Proliferative hepatocytes	HEBP2
POP5	2.06031204569872e-24	0.48103556767035	0.553	0.247	5.37556015843253e-20	Proliferative hepatocytes	POP5
NUP107	2.41121307727484e-24	0.303610125151283	0.36	0.121	6.29109603991777e-20	Proliferative hepatocytes	NUP107
CHI3L1	2.45853085801349e-24	0.645408522625233	0.335	0.107	6.414552861643e-20	Proliferative hepatocytes	CHI3L1
DEK2	2.51194031704721e-24	0.679560267212833	0.898	0.622	6.55390348120788e-20	Proliferative hepatocytes	DEK
PMM11	2.6097610124031e-24	0.621790240907852	0.533	0.241	6.80912745746093e-20	Proliferative hepatocytes	PMM1
ACMSD1	2.83532398680648e-24	0.536971731703674	0.609	0.276	7.39764381397678e-20	Proliferative hepatocytes	ACMSD
GXYLT1	2.88176115021107e-24	0.285301230640392	0.31	0.095	7.51880301701571e-20	Proliferative hepatocytes	GXYLT1
ZNF684	2.9517916656187e-24	0.286524238447354	0.269	0.075	7.70151963476575e-20	Proliferative hepatocytes	ZNF684
CHST9	3.21379925058877e-24	0.365168444937652	0.34	0.112	8.38512362471117e-20	Proliferative hepatocytes	CHST9
HINT12	3.22318031947369e-24	0.575432325952352	0.995	0.916	8.40959977153882e-20	Proliferative hepatocytes	HINT1
VKORC11	3.54680419081618e-24	0.548161865457047	0.772	0.436	9.25396681425849e-20	Proliferative hepatocytes	VKORC1
GFM2	3.89154957682456e-24	0.271671631243733	0.34	0.109	1.0153442000893e-19	Proliferative hepatocytes	GFM2
GBE1	4.16456165578306e-24	0.299836264982281	0.355	0.119	1.08657578161036e-19	Proliferative hepatocytes	GBE1
FDPS2	4.2136694722883e-24	0.521865957616875	0.777	0.42	1.09938850201474e-19	Proliferative hepatocytes	FDPS
CEP295	4.42754360690093e-24	0.330204080361064	0.376	0.129	1.15519040247652e-19	Proliferative hepatocytes	CEP295
PTGES31	4.51038954614814e-24	0.501388105403535	0.954	0.66	1.17680573648551e-19	Proliferative hepatocytes	PTGES3
PSMG2	5.25565849382922e-24	0.571581024045138	0.797	0.455	1.37125385762498e-19	Proliferative hepatocytes	PSMG2
NELFE	5.37344511840557e-24	0.51628126810606	0.599	0.294	1.4019855658432e-19	Proliferative hepatocytes	NELFE
PARD3	5.87045813067387e-24	0.271204223617735	0.299	0.09	1.53166123087412e-19	Proliferative hepatocytes	PARD3
PAGE5	5.9477348104897e-24	0.414126436467527	0.32	0.1	1.55182348940487e-19	Proliferative hepatocytes	PAGE5
TNFRSF12A2	7.16339195119733e-24	0.687096135058466	0.477	0.195	1.8690005939869e-19	Proliferative hepatocytes	TNFRSF12A
TARS2	7.1717096492514e-24	0.304687522243828	0.36	0.122	1.87117076458618e-19	Proliferative hepatocytes	TARS2
ANAPC111	7.21701700836607e-24	0.569931112702788	0.944	0.707	1.88299190765279e-19	Proliferative hepatocytes	ANAPC11
AC137723.1	7.58239801022504e-24	0.329019557402207	0.34	0.11	1.97832346484781e-19	Proliferative hepatocytes	AC137723.1
PIGO	8.14777993481082e-24	0.341954479015791	0.345	0.116	2.12583726279149e-19	Proliferative hepatocytes	PIGO
LMF2	1.0097791650085e-23	0.374410556480534	0.437	0.17	2.63461481942369e-19	Proliferative hepatocytes	LMF2
SREBF1	1.05104655384429e-23	0.38954180819343	0.34	0.114	2.74228556363514e-19	Proliferative hepatocytes	SREBF1
C8B1	1.09217420022855e-23	0.625656265660117	0.665	0.333	2.84959170581631e-19	Proliferative hepatocytes	C8B
GATM1	1.10772643409068e-23	0.586318430742359	0.919	0.563	2.890169039186e-19	Proliferative hepatocytes	GATM
C4orf19	1.25986515103624e-23	0.264596959789677	0.264	0.074	3.28711416556864e-19	Proliferative hepatocytes	C4orf19
KIAA0586	1.30403964424505e-23	0.330811472789891	0.33	0.108	3.40236983579976e-19	Proliferative hepatocytes	KIAA0586
PLCB11	1.31564789108414e-23	0.346010036802533	0.396	0.142	3.43265691262764e-19	Proliferative hepatocytes	PLCB1
ABCB1	1.31702670559151e-23	0.385364542450603	0.371	0.128	3.4362543775588e-19	Proliferative hepatocytes	ABCB1
UROD	1.33026620234681e-23	0.468227181087136	0.711	0.367	3.47079754854307e-19	Proliferative hepatocytes	UROD
SLC35B3	1.3958841548146e-23	0.303806619650968	0.386	0.136	3.64200134832678e-19	Proliferative hepatocytes	SLC35B3
PRAP11	1.40513315967367e-23	0.410114460571348	0.518	0.214	3.66613292690457e-19	Proliferative hepatocytes	PRAP1
C1orf56	1.45797198683338e-23	0.278583753983332	0.289	0.086	3.80399471084697e-19	Proliferative hepatocytes	C1orf56
STAP2	1.47817860117013e-23	0.272116358448515	0.325	0.103	3.856715788313e-19	Proliferative hepatocytes	STAP2
UBR7	1.47831569868752e-23	0.304745752036543	0.32	0.102	3.8570734894456e-19	Proliferative hepatocytes	UBR7
APOC11	1.53953989572261e-23	0.523840928075129	1	0.966	4.01681354192986e-19	Proliferative hepatocytes	APOC1
BCL2L12	1.56367525052746e-23	0.334280582100623	0.33	0.109	4.0797850961512e-19	Proliferative hepatocytes	BCL2L12
METTL5	1.7829689731286e-23	0.436800319580139	0.66	0.327	4.65194434778982e-19	Proliferative hepatocytes	METTL5
MT2A1	1.79880534308398e-23	1.62172784241542	0.954	0.801	4.6932630206404e-19	Proliferative hepatocytes	MT2A
ATL2	1.80101419288624e-23	0.294969632458126	0.34	0.113	4.6990261306595e-19	Proliferative hepatocytes	ATL2
SLC22A10	2.00201827686605e-23	0.347321047735487	0.335	0.11	5.22346588617122e-19	Proliferative hepatocytes	SLC22A10
HRG1	2.02580979466101e-23	0.376093478873123	0.995	0.672	5.28554033525005e-19	Proliferative hepatocytes	HRG
COPS6	2.2942686490841e-23	0.501721822536965	0.772	0.435	5.98597633232531e-19	Proliferative hepatocytes	COPS6
ENDOG	2.29446557581009e-23	0.410819133402297	0.406	0.152	5.98649013384611e-19	Proliferative hepatocytes	ENDOG
PPP2R5D	2.6417141826432e-23	0.268474149847779	0.274	0.08	6.89249647393438e-19	Proliferative hepatocytes	PPP2R5D
POLD21	2.64845183549012e-23	0.387480863997482	0.548	0.24	6.91007568397726e-19	Proliferative hepatocytes	POLD2
KANSL1-AS1	2.71481298657129e-23	0.326023284851314	0.355	0.12	7.08321856326314e-19	Proliferative hepatocytes	KANSL1-AS1
HSD11B11	2.77857035602526e-23	0.724078977779173	0.68	0.352	7.2495679159055e-19	Proliferative hepatocytes	HSD11B1
SLC38A9	2.88112810316135e-23	0.255397900744469	0.274	0.079	7.51715133395827e-19	Proliferative hepatocytes	SLC38A9
EPS8L2	3.18068788505534e-23	0.339422263904959	0.355	0.123	8.29873276089788e-19	Proliferative hepatocytes	EPS8L2
FMO41	3.25863553990099e-23	0.355240631298388	0.421	0.16	8.50210598715568e-19	Proliferative hepatocytes	FMO4
H1FX3	4.0709155536098e-23	0.679258695364964	0.726	0.406	1.06214257709233e-18	Proliferative hepatocytes	H1FX
CNIH11	4.69909486499346e-23	0.476025535780489	0.797	0.449	1.22604084122544e-18	Proliferative hepatocytes	CNIH1
BAAT1	4.89380673915252e-23	0.409081313511104	0.848	0.451	1.27684311631228e-18	Proliferative hepatocytes	BAAT
FOPNL	5.55481036770704e-23	0.423177496759029	0.452	0.186	1.44930557303844e-18	Proliferative hepatocytes	FOPNL
BRCA2	6.19822994592925e-23	0.256137360375607	0.259	0.072	1.6171801751924e-18	Proliferative hepatocytes	BRCA2
TMTC3	6.29242861659218e-23	0.291542459991959	0.315	0.101	1.64175755035506e-18	Proliferative hepatocytes	TMTC3
BRI3BP	6.7787051138343e-23	0.279686636171871	0.264	0.075	1.76863195125051e-18	Proliferative hepatocytes	BRI3BP
SMIM31	7.00271569450846e-23	0.296648936469459	0.289	0.086	1.8270785518542e-18	Proliferative hepatocytes	SMIM31
TEAD1	8.64023685997988e-23	0.271288829206214	0.264	0.076	2.25432419913735e-18	Proliferative hepatocytes	TEAD1
MTHFS1	8.64364598823554e-23	0.438468436579639	0.548	0.248	2.25521367479054e-18	Proliferative hepatocytes	MTHFS
BHMT21	8.72381105755873e-23	0.402756562271361	0.66	0.308	2.27612954302765e-18	Proliferative hepatocytes	BHMT2
MRPL511	8.76654549254231e-23	0.606026228468662	0.863	0.561	2.28727938445921e-18	Proliferative hepatocytes	MRPL51
EPB41L51	8.90063988181882e-23	0.291088987188907	0.36	0.124	2.32226595156535e-18	Proliferative hepatocytes	EPB41L5
CXADR1	1.04201700890025e-22	0.431001201903778	0.492	0.21	2.71872657792163e-18	Proliferative hepatocytes	CXADR
CYP4X1	1.10010716788665e-22	0.298534825389524	0.345	0.116	2.87028961173306e-18	Proliferative hepatocytes	CYP4X1
MRPS211	1.13095507475324e-22	0.471622554927365	0.964	0.665	2.95077488553868e-18	Proliferative hepatocytes	MRPS21
AC016747.1	1.14323693441925e-22	0.257280179700963	0.269	0.078	2.98281948559327e-18	Proliferative hepatocytes	AC016747.1
MAGEA3	1.1501741217481e-22	0.271310391307495	0.299	0.093	3.00091930105296e-18	Proliferative hepatocytes	MAGEA3
GBP7	1.29719161810202e-22	0.266964119741913	0.325	0.104	3.38450265078999e-18	Proliferative hepatocytes	GBP7
RAB133	1.3174880907102e-22	0.435268623677221	0.741	0.385	3.437458177472e-18	Proliferative hepatocytes	RAB13
TMEM116	1.44998886853996e-22	0.250370504475346	0.254	0.072	3.78316595690761e-18	Proliferative hepatocytes	TMEM116
SUZ12	1.53148476299544e-22	0.412658781276006	0.579	0.267	3.99579689513141e-18	Proliferative hepatocytes	SUZ12
TPRG1-AS1	1.53747784411877e-22	0.298473463645045	0.325	0.106	4.01143344309028e-18	Proliferative hepatocytes	TPRG1-AS1
RRAS2	1.61598563464963e-22	0.286963003766041	0.315	0.102	4.21626811936435e-18	Proliferative hepatocytes	RRAS2
BAG2	1.7011651141537e-22	0.3398111697608	0.371	0.133	4.43850989933841e-18	Proliferative hepatocytes	BAG2
NUP155	1.87900402750688e-22	0.279245524126309	0.254	0.073	4.9025094081682e-18	Proliferative hepatocytes	NUP155
CCDC18	1.92690516076833e-22	0.265779505357369	0.259	0.074	5.02748825496064e-18	Proliferative hepatocytes	CCDC18
ZNF1811	2.06247163416305e-22	0.375002494963971	0.411	0.158	5.38119474069482e-18	Proliferative hepatocytes	ZNF181
NXT2	2.26221497887991e-22	0.293109511939997	0.315	0.102	5.90234510139557e-18	Proliferative hepatocytes	NXT2
MDC1	2.57429620516822e-22	0.265190403166853	0.264	0.077	6.71659622890441e-18	Proliferative hepatocytes	MDC1
C21	2.66612696345399e-22	0.476385045222226	0.782	0.414	6.95619186034779e-18	Proliferative hepatocytes	C2
SGCB2	2.70036565974856e-22	0.293889758708481	0.365	0.128	7.04552404284996e-18	Proliferative hepatocytes	SGCB
TSPAN61	2.75984908451176e-22	0.414138717130143	0.553	0.251	7.20072224639964e-18	Proliferative hepatocytes	TSPAN6
TSFM	2.94345267838975e-22	0.30571911207141	0.431	0.166	7.67976238318669e-18	Proliferative hepatocytes	TSFM
GSKIP	2.98896317659643e-22	0.276161294320889	0.34	0.115	7.79850382405774e-18	Proliferative hepatocytes	GSKIP
IPO9	3.15065451668616e-22	0.27436163496397	0.35	0.12	8.22037269948585e-18	Proliferative hepatocytes	IPO9
SLC2A4RG1	3.16095972115838e-22	0.422759874530063	0.533	0.237	8.24726000847432e-18	Proliferative hepatocytes	SLC2A4RG
PPP4R1	3.26940536607224e-22	0.282822217557775	0.355	0.123	8.53020554061908e-18	Proliferative hepatocytes	PPP4R1
APOC1P11	3.63859794539261e-22	0.488090335757308	0.472	0.199	9.49346589932387e-18	Proliferative hepatocytes	APOC1P1
RTKN	3.66962246031047e-22	0.262451417914294	0.315	0.102	9.57441196119606e-18	Proliferative hepatocytes	RTKN
LEO1	3.73532672828176e-22	0.408561797395148	0.523	0.234	9.74584096675993e-18	Proliferative hepatocytes	LEO1
MT1E1	3.81915265763761e-22	1.61239001020865	0.761	0.467	9.9645511990423e-18	Proliferative hepatocytes	MT1E
PARD6G-AS1	4.86994983197668e-22	0.451824826244618	0.289	0.089	1.27061861066103e-17	Proliferative hepatocytes	PARD6G-AS1
SLC39A9	4.87905628971737e-22	0.284400390747939	0.345	0.119	1.27299457655016e-17	Proliferative hepatocytes	SLC39A9
UGDH1	4.8796832529386e-22	0.4239992343287	0.513	0.224	1.27315815752421e-17	Proliferative hepatocytes	UGDH
DPY301	5.65897669074504e-22	0.476382495910464	0.802	0.456	1.47648360838229e-17	Proliferative hepatocytes	DPY30
PRPSAP11	5.7464848559764e-22	0.398083335101939	0.513	0.227	1.4993153637728e-17	Proliferative hepatocytes	PRPSAP1
OR7E38P	6.71324448280345e-22	0.350037017996915	0.406	0.154	1.75155261800825e-17	Proliferative hepatocytes	OR7E38P
DCXR1	7.07300891028212e-22	0.497413503350326	0.975	0.657	1.84541875478171e-17	Proliferative hepatocytes	DCXR
C12orf572	7.15195337025351e-22	0.67951390393834	0.787	0.495	1.86601615383284e-17	Proliferative hepatocytes	C12orf57
XRCC4	7.64623893396277e-22	0.299671764682881	0.33	0.111	1.99498020026023e-17	Proliferative hepatocytes	XRCC4
TOPBP1	8.06542904563872e-22	0.352787365728189	0.411	0.158	2.1043510922976e-17	Proliferative hepatocytes	TOPBP1
EPHX21	8.48430063708682e-22	0.372876994355026	0.396	0.152	2.21363887922232e-17	Proliferative hepatocytes	EPHX2
NMT2	8.50342795269846e-22	0.292296448069082	0.315	0.104	2.21862938713856e-17	Proliferative hepatocytes	NMT2
SLC25A17	8.74546637655244e-22	0.304467844039881	0.335	0.115	2.2817796323063e-17	Proliferative hepatocytes	SLC25A17
NUDT51	8.75418755429122e-22	0.504703643099664	0.736	0.421	2.28405507479012e-17	Proliferative hepatocytes	NUDT5
MAGOHB	8.83977465228462e-22	0.419498844960824	0.508	0.223	2.30638560452758e-17	Proliferative hepatocytes	MAGOHB
SERPINA12	8.88493975498549e-22	0.45821081882326	0.35	0.121	2.31816963147326e-17	Proliferative hepatocytes	SERPINA12
CAMK2N12	9.02925508648607e-22	0.428351839327876	0.574	0.27	2.35582294461508e-17	Proliferative hepatocytes	CAMK2N1
C1orf1151	9.04252561021075e-22	0.45328764202618	0.543	0.248	2.35928535696009e-17	Proliferative hepatocytes	C1orf115
TFR21	9.89495255656177e-22	0.372005419744616	0.711	0.344	2.58169207153253e-17	Proliferative hepatocytes	TFR2
TMEM41B1	1.00182039334643e-21	0.366562354294288	0.467	0.196	2.61384958828018e-17	Proliferative hepatocytes	TMEM41B
KRT7	1.03988850748677e-21	0.283096147749195	0.33	0.11	2.71317310488374e-17	Proliferative hepatocytes	KRT7
RIDA1	1.07075080536781e-21	0.540169320396999	0.832	0.469	2.79369592628515e-17	Proliferative hepatocytes	RIDA
TLE12	1.08472590565026e-21	0.38023088834542	0.518	0.229	2.83015836043209e-17	Proliferative hepatocytes	TLE1
CASP6	1.11873324659118e-21	0.277437888518485	0.305	0.099	2.91888691368105e-17	Proliferative hepatocytes	CASP6
METTL7B1	1.12596980694219e-21	0.512332537729029	0.604	0.278	2.93776782329287e-17	Proliferative hepatocytes	METTL7B
CFI1	1.23842315960971e-21	0.373464893338503	0.589	0.275	3.2311698657377e-17	Proliferative hepatocytes	CFI
AIG11	1.25800069426913e-21	0.46977543350311	0.782	0.44	3.28224961141758e-17	Proliferative hepatocytes	AIG1
TRIM37	1.28885948443429e-21	0.287265724442328	0.325	0.11	3.3627632808375e-17	Proliferative hepatocytes	TRIM37
SLC9A3R12	1.28961516286253e-21	0.499623316665544	0.675	0.36	3.36473492142463e-17	Proliferative hepatocytes	SLC9A3R1
SLC25A10	1.30486597280531e-21	0.318872608005078	0.355	0.126	3.40452580964634e-17	Proliferative hepatocytes	SLC25A10
GMCL1	1.3855515616697e-21	0.305767678445258	0.36	0.13	3.6150425795524e-17	Proliferative hepatocytes	GMCL1
C12orf65	1.41450166294727e-21	0.345601185319567	0.437	0.174	3.69057628879571e-17	Proliferative hepatocytes	C12orf65
PLEKHA5	1.45204230161297e-21	0.344784406628602	0.365	0.134	3.78852356913841e-17	Proliferative hepatocytes	PLEKHA5
PAFAH1B3	1.55982908434876e-21	0.346875408568837	0.345	0.122	4.06975006397435e-17	Proliferative hepatocytes	PAFAH1B3
HINT3	1.60479076270969e-21	0.282332790486306	0.35	0.123	4.18705957898585e-17	Proliferative hepatocytes	HINT3
WWC2	1.6119722452477e-21	0.296202634859922	0.355	0.126	4.20579678507576e-17	Proliferative hepatocytes	WWC2
PRODH2	1.6401242800091e-21	0.277687046661504	0.299	0.096	4.27924825897173e-17	Proliferative hepatocytes	PRODH2
NUDT211	1.75132659163097e-21	0.36411843466407	0.523	0.232	4.56938621022437e-17	Proliferative hepatocytes	NUDT21
CTNNAL11	1.78054264943005e-21	0.390047614874919	0.462	0.189	4.64561382662794e-17	Proliferative hepatocytes	CTNNAL1
NDUFB61	1.80629916457848e-21	0.486702685696908	0.914	0.608	4.7128151503017e-17	Proliferative hepatocytes	NDUFB6
AQP11	1.99172071240458e-21	0.255428064853529	0.32	0.106	5.1965985107348e-17	Proliferative hepatocytes	AQP11
VKORC1L1	2.42159324874799e-21	0.330204080361064	0.396	0.152	6.31817894530839e-17	Proliferative hepatocytes	VKORC1L1
DOLK	2.44984163056537e-21	0.251149476649219	0.264	0.079	6.39188179830811e-17	Proliferative hepatocytes	DOLK
BOLA31	2.45378594200896e-21	0.402026986564859	0.635	0.311	6.40217290129558e-17	Proliferative hepatocytes	BOLA3
PAXIP1-AS1	2.45404426683935e-21	0.26163116804278	0.264	0.079	6.40284689661056e-17	Proliferative hepatocytes	PAXIP1-AS1
SLC44A1	2.46365353411619e-21	0.422079466775803	0.513	0.231	6.42791843586254e-17	Proliferative hepatocytes	SLC44A1
ZDHHC6	2.54761065603649e-21	0.337981430952783	0.406	0.159	6.6469709626648e-17	Proliferative hepatocytes	ZDHHC6
ZNRF2	2.56774995325356e-21	0.303210531620602	0.299	0.098	6.69951640303386e-17	Proliferative hepatocytes	ZNRF2
ST3GAL6	2.65016906572918e-21	0.312034077604616	0.396	0.149	6.91455610939399e-17	Proliferative hepatocytes	ST3GAL6
PSPHP1	2.68042930192277e-21	0.352912431398667	0.376	0.142	6.9935080916467e-17	Proliferative hepatocytes	PSPHP1
RPS27L2	2.68226834355952e-21	0.55229442619318	0.949	0.754	6.99830633518114e-17	Proliferative hepatocytes	RPS27L
COMMD2	2.73653632485874e-21	0.383614070091315	0.553	0.256	7.13989692518895e-17	Proliferative hepatocytes	COMMD2
ERG281	3.8274319919748e-21	0.408686676026308	0.635	0.307	9.98615281026145e-17	Proliferative hepatocytes	ERG28
ATP5IF11	3.9674739285677e-21	0.557980680643433	0.975	0.765	1.0351536227026e-16	Proliferative hepatocytes	ATP5IF1
TAF9	4.291087978684e-21	0.477408365193541	0.64	0.337	1.11958776451844e-16	Proliferative hepatocytes	TAF9
MTCH21	4.45853889736926e-21	0.461633302244944	0.721	0.415	1.16327738371261e-16	Proliferative hepatocytes	MTCH2
MT-CYB1	4.5440216585241e-21	0.429533904203419	1	1	1.18558069092552e-16	Proliferative hepatocytes	MT-CYB
KDELR21	4.70057355411057e-21	0.486399265584883	0.848	0.53	1.22642664600299e-16	Proliferative hepatocytes	KDELR2
RAB3IP	5.03875063229462e-21	0.280593150176816	0.325	0.111	1.31466042747199e-16	Proliferative hepatocytes	RAB3IP
MAP7	5.1405802419312e-21	0.275300984122946	0.325	0.11	1.34122879092227e-16	Proliferative hepatocytes	MAP7
COA51	5.68949800526889e-21	0.432497960884457	0.574	0.271	1.48444692455471e-16	Proliferative hepatocytes	COA5
C12orf751	5.7924068088701e-21	0.439243015353478	0.437	0.178	1.5112968605023e-16	Proliferative hepatocytes	C12orf75
HP1BP33	6.01747613660704e-21	0.566964951096806	0.807	0.533	1.57001969880214e-16	Proliferative hepatocytes	HP1BP3
HIST1H1E2	6.39338212423541e-21	0.451121635731285	0.492	0.218	1.66809733003426e-16	Proliferative hepatocytes	HIST1H1E
LINC025321	6.44655054301601e-21	0.347246709537124	0.345	0.124	1.68196950217831e-16	Proliferative hepatocytes	LINC02532
MOCS21	6.80755585100193e-21	0.384247740037124	0.609	0.297	1.77615939708491e-16	Proliferative hepatocytes	MOCS2
CFL22	7.0074179467847e-21	0.466725063541447	0.584	0.282	1.8283054164956e-16	Proliferative hepatocytes	CFL2
METTL7A1	7.11859916073545e-21	0.541808456767154	0.787	0.457	1.85731370702749e-16	Proliferative hepatocytes	METTL7A
TIMM17B	7.26501273915777e-21	0.452565363863035	0.701	0.376	1.89551447377365e-16	Proliferative hepatocytes	TIMM17B
TM4SF51	7.38256648456224e-21	0.484455762112012	0.619	0.302	1.92618542148713e-16	Proliferative hepatocytes	TM4SF5
SLC51A1	7.44613292804037e-21	0.361425001228986	0.447	0.181	1.94277054225501e-16	Proliferative hepatocytes	SLC51A
POLDIP21	7.65024318438122e-21	0.400752795651496	0.589	0.282	1.9960249492369e-16	Proliferative hepatocytes	POLDIP2
KCTD31	8.00812109567729e-21	0.354284920588187	0.467	0.197	2.08939887507316e-16	Proliferative hepatocytes	KCTD3
SPR1	8.38246242851577e-21	0.335903367877052	0.406	0.161	2.18706827222405e-16	Proliferative hepatocytes	SPR
CES21	8.54200842455362e-21	0.441986785007642	0.797	0.41	2.22869541805028e-16	Proliferative hepatocytes	CES2
XRCC1	8.73037988918923e-21	0.320299416864912	0.396	0.152	2.27784341688836e-16	Proliferative hepatocytes	XRCC1
NAE1	9.51551813150035e-21	0.320305794329108	0.437	0.178	2.48269383568976e-16	Proliferative hepatocytes	NAE1
PIEZO21	9.52035844635876e-21	0.275656111383805	0.335	0.115	2.48395672223946e-16	Proliferative hepatocytes	PIEZO2
AL355338.11	9.64681447576545e-21	0.326726842553223	0.391	0.147	2.51695036487196e-16	Proliferative hepatocytes	AL355338.1
NUP85	9.71705978334254e-21	0.285821926886869	0.34	0.12	2.5352780680719e-16	Proliferative hepatocytes	NUP85
PRKCI	9.9238688708865e-21	0.250550594236252	0.279	0.088	2.589236627103e-16	Proliferative hepatocytes	PRKCI
RDX1	1.01711702051983e-20	0.440560524179932	0.797	0.461	2.65376001823829e-16	Proliferative hepatocytes	RDX
GNB51	1.02278493929195e-20	0.34240727863479	0.391	0.15	2.66854818510662e-16	Proliferative hepatocytes	GNB5
AAMDC1	1.06501248789236e-20	0.406773303752536	0.538	0.248	2.77872408215994e-16	Proliferative hepatocytes	AAMDC
MTX2	1.20477808276235e-20	0.30949666236414	0.437	0.178	3.14338649573524e-16	Proliferative hepatocytes	MTX2
ABCD31	1.2158645637973e-20	0.329513605040693	0.381	0.145	3.17231223340353e-16	Proliferative hepatocytes	ABCD3
TIMELESS	1.21993242483687e-20	0.291331068094651	0.254	0.076	3.18292568964188e-16	Proliferative hepatocytes	TIMELESS
PDK2	1.3473614515051e-20	0.317836303059089	0.381	0.144	3.51540076312195e-16	Proliferative hepatocytes	PDK2
GLO1	1.37920161700318e-20	0.442400854640635	0.751	0.416	3.59847493892299e-16	Proliferative hepatocytes	GLO1
PLIN5	1.38547871041829e-20	0.269781830435033	0.32	0.109	3.61485250335235e-16	Proliferative hepatocytes	PLIN5
TRPM4	1.51798994688148e-20	0.347544373740133	0.33	0.116	3.96058757040848e-16	Proliferative hepatocytes	TRPM4
RTN4RL2	1.56212299505933e-20	0.253984048945939	0.305	0.101	4.07573510640929e-16	Proliferative hepatocytes	RTN4RL2
TOM1L11	1.61549057246469e-20	0.32384858532124	0.421	0.167	4.21497645261763e-16	Proliferative hepatocytes	TOM1L1
KNG11	1.77246034959797e-20	0.538370714153497	1	0.692	4.62452629813608e-16	Proliferative hepatocytes	KNG1
MAGED1	1.8167848536735e-20	0.333200021715738	0.447	0.184	4.74017336171954e-16	Proliferative hepatocytes	MAGED1
GPR137	1.83368771427691e-20	0.294640207208986	0.305	0.103	4.78427461531988e-16	Proliferative hepatocytes	GPR137
NUP50	2.11142619145623e-20	0.303028395480599	0.376	0.142	5.50892207612845e-16	Proliferative hepatocytes	NUP50
NADK21	2.13389288272201e-20	0.355318581106106	0.472	0.202	5.56753992031e-16	Proliferative hepatocytes	NADK2
HYI1	2.13727337466814e-20	0.424674903218101	0.528	0.249	5.57635996184664e-16	Proliferative hepatocytes	HYI
MRPL361	2.17246456037438e-20	0.502492019661661	0.685	0.385	5.6681772844728e-16	Proliferative hepatocytes	MRPL36
TRPT11	2.38605763357414e-20	0.401619198518094	0.523	0.243	6.2254629717583e-16	Proliferative hepatocytes	TRPT1
SMOC11	2.49797312168581e-20	0.276635042524345	0.35	0.126	6.51746167179044e-16	Proliferative hepatocytes	SMOC1
TAT1	2.53700952148028e-20	0.380123098579858	0.822	0.458	6.61931154249419e-16	Proliferative hepatocytes	TAT
RTN3	2.58138183941749e-20	0.450999145167185	0.726	0.428	6.73508335722418e-16	Proliferative hepatocytes	RTN3
VASN	2.60409094096358e-20	0.258338094161743	0.269	0.084	6.79433367406809e-16	Proliferative hepatocytes	VASN
TMCO11	2.83362962764888e-20	0.42752750644587	0.843	0.509	7.3932230614987e-16	Proliferative hepatocytes	TMCO1
ZNF2771	2.9542970894079e-20	0.431053495654205	0.508	0.234	7.70805653597415e-16	Proliferative hepatocytes	ZNF277
SAE11	3.15897868859326e-20	0.411843527168543	0.426	0.181	8.24209129640868e-16	Proliferative hepatocytes	SAE1
PLOD21	3.21524004249428e-20	0.485913387757934	0.472	0.212	8.38888279487181e-16	Proliferative hepatocytes	PLOD2
RBMXL1	3.34637493059118e-20	0.309056970949365	0.35	0.128	8.73102683140545e-16	Proliferative hepatocytes	RBMXL1
HADH1	3.72310961148011e-20	0.52626602833638	0.548	0.274	9.71396528731276e-16	Proliferative hepatocytes	HADH
C6orf136	3.72365144766638e-20	0.25123352681274	0.274	0.087	9.71537899210636e-16	Proliferative hepatocytes	C6orf136
SLC22A91	3.74750365322833e-20	0.325354680699668	0.386	0.148	9.77761178163804e-16	Proliferative hepatocytes	SLC22A9
DDX39A1	4.35159028508225e-20	0.308389534010884	0.553	0.249	1.13537342128081e-15	Proliferative hepatocytes	DDX39A
NAXE1	4.38623640533038e-20	0.474036718817997	0.711	0.406	1.14441294051475e-15	Proliferative hepatocytes	NAXE
QSER1	4.61927101963215e-20	0.283461441778324	0.32	0.111	1.20521400173223e-15	Proliferative hepatocytes	QSER1
PSMG1	4.641746172874e-20	0.295796272207491	0.365	0.138	1.21107799396455e-15	Proliferative hepatocytes	PSMG1
SERPINA51	4.86010837483854e-20	0.352669378926012	0.721	0.344	1.26805087607912e-15	Proliferative hepatocytes	SERPINA5
PTGR2	4.94796001711287e-20	0.252820982907068	0.325	0.113	1.29097224806492e-15	Proliferative hepatocytes	PTGR2
APOA51	5.05142300553001e-20	0.411220149395942	0.604	0.295	1.31796677637283e-15	Proliferative hepatocytes	APOA5
GTSF1	5.20498523215143e-20	0.361793145275669	0.254	0.078	1.35803269692063e-15	Proliferative hepatocytes	GTSF1
ATPAF11	5.37687373022465e-20	0.357823267215691	0.518	0.238	1.40288012495291e-15	Proliferative hepatocytes	ATPAF1
